epoch,timestamp_utc,learning_rate,train_total,train_bce,train_dice,train_cldice,train_n_batches,val_total,val_bce,val_dice,val_cldice,val_n_batches
1,2026-05-23T15:08:33+00:00,0.001,0.8165629731770903,0.08290201901330259,0.7336609536847367,0.0,313,0.3971944063901901,0.033094310015439984,0.3641000986099243,0.0,5
2,2026-05-23T15:10:38+00:00,0.000996057350657239,0.34285642535160904,0.013880936994244116,0.32897548706005936,0.0,313,0.3644095629453659,0.03657388314604759,0.32783567905426025,0.0,5
3,2026-05-23T15:12:44+00:00,0.0009842915805643156,0.3131405163687258,0.01418729213634714,0.2989532242948636,0.0,313,0.34972894489765166,0.03408993985503912,0.3156390070915222,0.0,5
4,2026-05-23T15:14:49+00:00,0.0009648882429441258,0.3039444044660836,0.01417245165245554,0.28977195218729135,0.0,313,0.34582154750823973,0.033667116239666936,0.3121544361114502,0.0,5
5,2026-05-23T15:16:55+00:00,0.0009381533400219318,0.2851537344173882,0.013839125078314314,0.27131460897457865,0.0,313,0.3165304958820343,0.03237434718757868,0.2841561555862427,0.0,5
6,2026-05-23T15:19:06+00:00,0.0009045084971874737,0.40860774222844704,0.01390689723758985,0.2634008300190155,0.26260002904806656,313,0.43809244930744173,0.034032892994582654,0.269462513923645,0.26919410228729246,5
7,2026-05-23T15:21:18+00:00,0.0008644843137107057,0.38703931206331466,0.013638732640947492,0.24913855273121843,0.2485240543612276,313,0.438014429807663,0.03382420912384987,0.26955944299697876,0.2692615509033203,5
8,2026-05-23T15:23:29+00:00,0.0008187119948743448,0.3794636940613341,0.013348574614741456,0.24422854680222825,0.24377314598796468,313,0.43703449666500094,0.03256010748445988,0.2697659730911255,0.2694168329238892,5
9,2026-05-23T15:25:40+00:00,0.0007679133974894982,0.37278016273396464,0.013520735605343129,0.23968851585357714,0.2391418218612671,313,0.4349278509616852,0.03347577545791865,0.26775141954422,0.26740131378173826,5
10,2026-05-23T15:27:51+00:00,0.0007128896457825362,0.35852791007144,0.013065729110230939,0.23045114815806428,0.23002206346097465,313,0.4177985429763794,0.029794572852551937,0.25872687101364134,0.2585542321205139,5
11,2026-05-23T15:30:02+00:00,0.0006545084971874736,0.3525856361507227,0.012600546166413842,0.22680040898795326,0.2263693645739327,313,0.42193320393562317,0.03358018063008785,0.25894742012023925,0.2588112115859985,5
12,2026-05-23T15:32:13+00:00,0.0005936906572928624,0.3497189721360374,0.01277707852631474,0.22479242695787083,0.22429893439570173,313,0.4281553149223328,0.03428107500076294,0.2626610040664673,0.262426483631134,5
13,2026-05-23T15:34:24+00:00,0.0005313952597646568,0.33801252944781757,0.012338230258431107,0.21724094997960539,0.2168666977471056,313,0.412152898311615,0.03212582599371672,0.25341644287109377,0.25322123765945437,5
14,2026-05-23T15:36:35+00:00,0.00046860474023534336,0.3282027688746254,0.011931242253155278,0.21100173590663143,0.21053958281922264,313,0.4044370770454407,0.03225939124822617,0.24820096492767335,0.2479534387588501,5
15,2026-05-23T15:38:46+00:00,0.0004063093427071377,0.3250724451896101,0.011872138274601473,0.20893116728566324,0.20853827974666803,313,0.4280953884124756,0.033585356548428535,0.2630757451057434,0.26286858320236206,5
16,2026-05-23T15:40:57+00:00,0.00034549150281252644,0.3198977771182411,0.011765940677219876,0.20554690562878936,0.20516985997605247,313,0.3929578810930252,0.030643312074244023,0.24159997701644897,0.24142918586730958,5
17,2026-05-23T15:43:08+00:00,0.00028711035421746366,0.32427947223186493,0.011978917069340381,0.208339305541005,0.20792249768686752,313,0.4105086475610733,0.032492289505898955,0.2521037220954895,0.2518252730369568,5
18,2026-05-23T15:45:19+00:00,0.00023208660251050156,0.31883547624079184,0.011503773176084501,0.20502335766253,0.2046166911673622,313,0.41641084253787997,0.03331070654094219,0.2554872751235962,0.2552257180213928,5
19,2026-05-23T15:47:30+00:00,0.00018128800512565513,0.31498732805823365,0.011406872698221915,0.20249367083985204,0.20217356895105526,313,0.4022844284772873,0.0317075289785862,0.24711984395980835,0.24691412448883057,5
20,2026-05-23T15:49:41+00:00,0.00013551568628929433,0.31733498862757087,0.011531361891998174,0.20397466840073705,0.20365791560742802,313,0.394249415397644,0.029645984619855882,0.24313321113586425,0.24294042587280273,5
21,2026-05-23T15:51:52+00:00,9.549150281252634e-05,0.31107373559436857,0.011475338712156105,0.19983534519664778,0.1995261022077201,313,0.4185261636972427,0.03433880414813757,0.25619078874588014,0.25599313974380494,5
22,2026-05-23T15:54:03+00:00,6.184665997806823e-05,0.3127689392517169,0.011342384828665196,0.20107560035900568,0.20070190722949968,313,0.41540254950523375,0.0338497644290328,0.2544358015060425,0.25423396825790406,5
23,2026-05-23T15:56:14+00:00,3.511175705587433e-05,0.30831804405005214,0.011270043360569273,0.19815520851756818,0.19778558430961146,313,0.4155575096607208,0.03400828540325165,0.2544460654258728,0.2542063117027283,5
24,2026-05-23T15:58:25+00:00,1.570841943568452e-05,0.3016827606355039,0.011131621934414006,0.19381101976949186,0.19348023893734137,313,0.4127139180898666,0.0333753427490592,0.2529621958732605,0.2527527570724487,5
25,2026-05-23T16:00:36+00:00,3.942649342761118e-06,0.29775739011292257,0.011045830214199737,0.19126469791887668,0.19089372584614128,313,0.4114446252584457,0.033153975009918214,0.2522637963294983,0.2520537137985229,5
