epoch,timestamp_utc,learning_rate,train_total,train_bce,train_dice,train_cldice,train_n_batches,val_total,val_bce,val_dice,val_cldice,val_n_batches
1,2026-05-15T15:36:39+00:00,0.001,0.86227373469371,0.11347721386314057,0.7487965207130384,0.0,313,0.44593421220779417,0.03306718654930592,0.4128670334815979,0.0,5
2,2026-05-15T15:38:43+00:00,0.000996057350657239,0.22549913278498207,0.011261566520516818,0.2142375660018799,0.0,313,0.37313341200351713,0.03453647494316101,0.3385969281196594,0.0,5
3,2026-05-15T15:40:47+00:00,0.0009842915805643156,0.17790413925204032,0.01025044367970012,0.16765369546299164,0.0,313,0.36675811409950254,0.03868570737540722,0.3280724048614502,0.0,5
4,2026-05-15T15:42:52+00:00,0.0009648882429441258,0.14600475030109145,0.009075824533196422,0.13692892568941695,0.0,313,0.3603466212749481,0.04055543504655361,0.31979118585586547,0.0,5
5,2026-05-15T15:44:56+00:00,0.0009381533400219318,0.10493602055592087,0.007523184320844781,0.09741283643740815,0.0,313,0.3618983685970306,0.045570604503154755,0.3163277626037598,0.0,5
6,2026-05-15T15:47:05+00:00,0.0009045084971874737,0.14075864493227996,0.007238437134672861,0.08920929378594834,0.08862182812187999,313,0.5186085402965546,0.04766363091766834,0.3140372037887573,0.31381540298461913,5
7,2026-05-15T15:49:14+00:00,0.0008644843137107057,0.12036271625385879,0.0064336376780935655,0.07609857975865325,0.07566099730543435,313,0.5239201962947846,0.05345519110560417,0.3137026309967041,0.3135247707366943,5
8,2026-05-15T15:51:24+00:00,0.0008187119948743448,0.09842935976938318,0.005138551469422882,0.06230232071952698,0.06197697514543137,313,0.530279791355133,0.05052535757422447,0.3199057102203369,0.3196974515914917,5
9,2026-05-15T15:53:33+00:00,0.0007679133974894982,0.0786530335653966,0.004189430437156389,0.04972363165773142,0.04947994254267635,313,0.5374962389469147,0.0558783445507288,0.3211265802383423,0.3209826469421387,5
10,2026-05-15T15:55:42+00:00,0.0007128896457825362,0.059973416617884044,0.003279994431998024,0.03785058103811246,0.0376856820271038,313,0.5378852844238281,0.056339849904179576,0.32106198072433473,0.320966899394989,5
11,2026-05-15T15:57:51+00:00,0.0006545084971874736,0.04952644978533871,0.002694721656009784,0.0312646273226022,0.031134201886174016,313,0.5352670788764954,0.05939046032726765,0.3172695755958557,0.31721408367156984,5
12,2026-05-15T16:00:00+00:00,0.0005936906572928624,0.043627722159819526,0.002440446103940132,0.027496358266653725,0.0273818356541399,313,0.5347508192062378,0.05691845938563347,0.3185604691505432,0.31854379177093506,5
13,2026-05-15T16:02:10+00:00,0.0005313952597646568,0.03171263845078052,0.001760139826258117,0.019991578195041743,0.019921840760654536,313,0.5406492114067077,0.06057220809161663,0.3200505614280701,0.32005288600921633,5
14,2026-05-15T16:04:19+00:00,0.00046860474023534336,0.02458798886758808,0.0014048694691957088,0.015474545308195364,0.015417148130008588,313,0.5523495972156525,0.06379177942872047,0.32571096420288087,0.32569371461868285,5
15,2026-05-15T16:06:28+00:00,0.0004063093427071377,0.0169979208401931,0.0009561293038376216,0.010702640103836791,0.010678302937041455,313,0.5578326880931854,0.06938749589025975,0.32563410997390746,0.32562215328216554,5
16,2026-05-15T16:08:38+00:00,0.00034549150281252644,0.012778156660326098,0.0007185806129586963,0.008043893609945766,0.008031364827872084,313,0.5441030204296112,0.06424135603010654,0.3199174404144287,0.31988847255706787,5
17,2026-05-15T16:10:47+00:00,0.00028711035421746366,0.010907846755967787,0.0006236857963527021,0.0068576259734912425,0.006853069931554337,313,0.5577097296714782,0.0679999902844429,0.32647093534469607,0.3264776229858398,5
18,2026-05-15T16:12:57+00:00,0.00023208660251050156,0.008022387696228499,0.00046405094001576404,0.005035908839192253,0.005044855820104337,313,0.55213463306427,0.0678157813847065,0.32287365198135376,0.3228903889656067,5
19,2026-05-15T16:15:06+00:00,0.00018128800512565513,0.006269153940668791,0.0003596828674256593,0.003933326695292902,0.003952288779968652,313,0.5541334867477417,0.06803584732115268,0.32406272888183596,0.32406978607177733,5
20,2026-05-15T16:17:16+00:00,0.00013551568628929433,0.005967370625332403,0.00035972945966767554,0.003729857194918794,0.0037555679345664126,313,0.5546210587024689,0.06984708458185196,0.3231800556182861,0.3231878042221069,5
21,2026-05-15T16:19:25+00:00,9.549150281252634e-05,0.004833948516970152,0.00029146722490791673,0.003018199635770755,0.003048563346314354,313,0.5506838679313659,0.0663734145462513,0.3228769063949585,0.3228670835494995,5
22,2026-05-15T16:21:34+00:00,6.184665997806823e-05,0.004473275623211567,0.0002671929352660342,0.002792830855701678,0.002826503671396274,313,0.5518428564071656,0.0678566850721836,0.3226537585258484,0.3226648211479187,5
23,2026-05-15T16:23:44+00:00,3.511175705587433e-05,0.004305877611219597,0.0002516265253140741,0.0026906761117636586,0.0027271499649023476,313,0.5500333249568939,0.06801640465855599,0.321344256401062,0.32134532928466797,5
24,2026-05-15T16:25:53+00:00,1.570841943568452e-05,0.0041449433159369145,0.00024016666828573306,0.0025907187416149787,0.0026281158002420734,313,0.5479308903217316,0.06698614954948426,0.3206304669380188,0.32062855958938596,5
25,2026-05-15T16:28:03+00:00,3.942649342761118e-06,0.004167450505819101,0.00024262967670488352,0.0026040520911780407,0.0026415375094063368,313,0.547907829284668,0.06597599238157273,0.32128654718399047,0.32129056453704835,5
